164495,100
155742,100
168958,100
169614,100
158476,100
174968,100
157460,100
148407,100
166605,100
166216,100
175480,100
167557,100
174577,100
146546,100
178499,100
175476,100
155291,0
177223,100
156975,100
135208,0
170501,100
174303,100
156315,100
170912,100
166006,100
145851,88
170093,0
172323,100
175857,100
172035,100
173906,100
159671,100
166974,100
166203,100
174516,100
171329,100
176652,100
155452,100
167852,100
165246,100
177634,88
169440,100
166690,100
173577,100
157955,100
154468,100
167611,100
172125,100
176219,100
160284,100
149057,100
159857,0
187646,100
170715,0
146894,100
173642,0
166754,100
156351,100
156339,100
147704,100
170490,100
158339,100
150660,0
164930,100
160343,0
155330,100
157810,100
169362,100
167792,100
